"YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","COUNTYICP","STRATA","GQ","OWNERSHP","OWNERSHPD","PERNUM","PERWT","FAMSIZE","MARST","RACE","RACED","HISPAN","HISPAND","HCOVANY","HCOVPRIV","HINSCAID","HINSCARE","EDUC","EDUCD","INCTOT","FTOTINC","INCWAGE","INCWELFR","POVERTY"
2023,202301,840484,2023000095548,109.0,2023008404841,250,110234,1,1,13,1,108.0,4,1,1,100,2,200,2,2,1,1,11,114,80000,160000,80000,0,501
2023,202301,840484,2023000095548,109.0,2023008404841,250,110234,1,1,13,2,54.0,4,1,1,100,2,200,2,2,1,1,8,81,80000,160000,80000,0,501
2023,202301,840484,2023000095548,109.0,2023008404841,250,110234,1,1,13,3,85.0,4,6,1,100,2,200,2,2,1,1,5,50,0,160000,0,0,501
2023,202301,840484,2023000095548,109.0,2023008404841,250,110234,1,1,13,4,86.0,4,6,1,100,2,200,2,2,1,1,5,50,0,160000,0,0,501
2023,202301,840487,2023000095646,116.0,2023008404871,250,110134,1,1,13,1,116.0,2,4,1,100,0,0,2,2,1,2,6,63,56000,58900,43000,0,326
2023,202301,840487,2023000095646,116.0,2023008404871,250,110134,1,1,13,2,87.0,2,6,1,100,0,0,2,1,2,1,6,64,2900,58900,0,0,326
2023,202301,840489,2023000095719,62.0,2023008404891,250,110534,1,2,22,1,62.0,2,1,1,100,0,0,2,2,1,1,11,114,94460,184680,102000,0,501
2023,202301,840489,2023000095719,62.0,2023008404891,250,110534,1,2,22,2,58.0,2,1,4,400,4,498,2,2,1,1,10,101,90220,184680,90000,0,501
2023,202301,840498,2023000096039,41.0,2023008404981,250,110134,1,1,12,1,41.0,2,1,1,100,0,0,2,2,1,2,6,65,72700,130200,0,0,501
2023,202301,840498,2023000096039,41.0,2023008404981,250,110134,1,1,12,2,43.0,2,1,1,100,0,0,2,2,1,2,6,63,57500,130200,0,0,501
2023,202301,840503,2023000096238,77.0,2023008405031,250,110334,1,1,13,1,76.0,4,1,8,826,0,0,2,2,1,1,10,101,130000,229600,130000,0,501
2023,202301,840503,2023000096238,77.0,2023008405031,250,110334,1,1,13,2,68.0,4,1,1,100,0,0,2,2,1,1,10,101,94000,229600,94000,0,501
2023,202301,840503,2023000096238,77.0,2023008405031,250,110334,1,1,13,3,126.0,4,6,8,826,0,0,2,2,1,1,5,50,5000,229600,5000,0,501
2023,202301,840503,2023000096238,77.0,2023008405031,250,110334,1,1,13,4,79.0,4,6,8,826,0,0,2,2,1,1,2,26,600,229600,999999,0,501
2023,202301,840520,2023000096875,55.0,2023008405201,250,110434,1,1,13,1,54.0,2,1,1,100,0,0,2,2,1,2,6,63,50900,120500,0,0,501
2023,202301,840520,2023000096875,55.0,2023008405201,250,110434,1,1,13,2,59.0,2,1,1,100,0,0,2,2,1,2,6,63,69600,120500,0,0,501
2023,202301,840530,2023000097427,43.0,2023008405301,250,110234,1,1,12,1,44.0,2,1,1,100,0,0,2,2,1,2,10,101,68000,125000,0,0,501
2023,202301,840530,2023000097427,43.0,2023008405301,250,110234,1,1,12,2,44.0,2,1,1,100,0,0,2,2,1,2,10,101,57000,125000,0,0,501
2023,202301,840541,2023000098022,79.0,2023008405411,250,110434,1,1,13,1,79.0,4,1,1,100,0,0,2,2,1,1,10,101,115100,255300,115000,0,501
2023,202301,840541,2023000098022,79.0,2023008405411,250,110434,1,1,13,2,105.0,4,1,1,100,0,0,2,2,1,1,6,63,140200,255300,140000,0,501
2023,202301,840541,2023000098022,79.0,2023008405411,250,110434,1,1,13,3,90.0,4,6,1,100,0,0,2,2,1,1,1,14,9999999,255300,999999,99999,501
2023,202301,840541,2023000098022,79.0,2023008405411,250,110434,1,1,13,4,95.0,4,6,1,100,0,0,2,2,1,1,0,2,9999999,255300,999999,99999,501
2023,202301,840545,2023000098123,65.0,2023008405451,250,110534,1,1,13,1,66.0,3,6,1,100,0,0,2,1,1,2,7,71,65000,79400,65000,0,330
2023,202301,840545,2023000098123,65.0,2023008405451,250,110534,1,1,13,2,38.0,3,6,1,100,0,0,2,2,1,1,8,81,14400,79400,14400,0,330
2023,202301,840545,2023000098123,65.0,2023008405451,250,110534,1,1,13,3,60.0,3,6,1,100,0,0,2,1,2,1,1,15,9999999,79400,999999,99999,330
2023,202301,840547,2023000098254,47.0,2023008405471,250,110434,1,1,13,1,47.0,2,6,4,400,0,0,2,1,2,1,10,101,31000,45000,26000,0,225
2023,202301,840547,2023000098254,47.0,2023008405471,250,110434,1,1,13,2,28.0,2,2,4,400,0,0,2,2,1,1,10,101,14000,45000,14000,0,225
2023,202301,840567,2023000099184,121.0,2023008405671,250,110634,1,1,13,1,121.0,2,1,1,100,0,0,2,2,1,1,10,101,98000,191000,98000,0,501
2023,202301,840567,2023000099184,121.0,2023008405671,250,110634,1,1,13,2,116.0,2,1,1,100,0,0,2,2,1,1,11,114,93000,191000,93000,0,501
2023,202301,840569,2023000099271,45.0,2023008405691,250,110534,1,1,13,1,45.0,2,1,1,100,0,0,2,2,1,2,6,61,28400,59600,13700,0,330
2023,202301,840569,2023000099271,45.0,2023008405691,250,110534,1,1,13,2,52.0,2,1,1,100,0,0,2,2,1,2,6,65,31200,59600,0,0,330
2023,202301,840578,2023000099565,52.0,2023008405781,250,110634,1,1,12,1,52.0,3,1,1,100,0,0,2,2,1,2,11,114,89000,138800,0,0,501
2023,202301,840578,2023000099565,52.0,2023008405781,250,110634,1,1,12,2,56.0,3,1,1,100,0,0,2,2,2,2,11,114,10800,138800,0,0,501
2023,202301,840578,2023000099565,52.0,2023008405781,250,110634,1,1,12,3,53.0,3,6,1,100,0,0,2,2,1,1,10,101,39000,138800,39000,0,501
2023,202301,840584,2023000099777,64.0,2023008405841,250,110134,1,1,12,1,64.0,1,6,1,100,0,0,2,2,1,1,10,101,185000,185000,185000,0,501
2023,202301,840627,2023000101010,114.0,2023008406271,250,110334,1,2,22,1,114.0,1,6,8,815,0,0,2,2,1,1,10,101,78000,78000,78000,0,501
2023,202301,840641,2023000101748,51.0,2023008406411,250,110634,1,1,12,1,51.0,1,6,1,100,0,0,2,2,1,1,6,64,61000,61000,61000,0,392
2023,202301,840647,2023000101964,45.0,2023008406471,250,110134,1,1,13,1,46.0,2,1,1,100,0,0,2,1,1,2,10,101,4850,9050,650,0,50
2023,202301,840647,2023000101964,45.0,2023008406471,250,110134,1,1,13,2,46.0,2,1,1,100,0,0,2,2,2,2,10,101,4200,9050,600,0,50
2023,202301,840660,2023000102549,43.0,2023008406601,250,110434,1,1,13,1,44.0,1,5,1,100,0,0,2,2,1,2,10,101,44600,44600,21200,0,311
2023,202301,840662,2023000102574,52.0,2023008406621,250,110134,1,1,12,1,52.0,2,3,1,100,0,0,2,1,1,2,8,81,60000,60000,0,0,292
2023,202301,840662,2023000102574,52.0,2023008406621,250,110134,1,1,12,2,52.0,2,6,1,100,0,0,2,1,2,1,1,16,9999999,60000,999999,99999,292
2023,202301,840674,2023000103033,30.0,2023008406741,250,110134,1,2,22,1,31.0,1,4,1,100,0,0,2,2,1,2,10,101,345000,345000,310000,0,501
2023,202301,840678,2023000103094,101.0,2023008406781,250,110534,1,1,12,1,100.0,2,1,1,100,0,0,2,2,1,2,6,63,0,0,0,0,1
2023,202301,840678,2023000103094,101.0,2023008406781,250,110534,1,1,12,2,113.0,2,1,1,100,0,0,2,2,2,2,6,63,0,0,0,0,1
2023,202301,840698,2023000103599,52.0,2023008406981,250,110534,1,1,13,1,52.0,3,1,1,100,0,0,2,2,1,1,10,101,199000,319000,199000,0,501
2023,202301,840698,2023000103599,52.0,2023008406981,250,110534,1,1,13,2,50.0,3,1,1,100,0,0,2,2,1,1,10,101,0,319000,0,0,501
2023,202301,840698,2023000103599,52.0,2023008406981,250,110534,1,1,13,3,50.0,3,6,1,100,0,0,2,2,1,1,10,101,120000,319000,120000,0,501
2023,202301,840710,2023000104242,53.0,2023008407101,250,110334,1,1,13,1,52.0,2,1,1,100,0,0,2,1,1,2,7,71,58800,79800,10000,0,442
2023,202301,840710,2023000104242,53.0,2023008407101,250,110334,1,1,13,2,52.0,2,1,1,100,0,0,2,1,1,2,6,64,21000,79800,0,0,442
2023,202301,840725,2023000104904,149.0,2023008407251,250,110234,1,1,13,1,149.0,3,1,6,610,0,0,2,2,1,1,11,114,226000,266000,220000,0,501
2023,202301,840725,2023000104904,149.0,2023008407251,250,110234,1,1,13,2,94.0,3,1,6,610,0,0,2,2,1,1,11,114,40000,266000,40000,0,501
2023,202301,840725,2023000104904,149.0,2023008407251,250,110234,1,1,13,3,142.0,3,6,6,610,0,0,2,2,1,1,1,12,9999999,266000,999999,99999,501
2023,202301,840754,2023000105854,58.0,2023008407541,250,110434,1,1,12,1,57.0,4,1,1,100,0,0,2,2,1,1,10,101,36400,922400,36400,0,501
2023,202301,840754,2023000105854,58.0,2023008407541,250,110434,1,1,12,2,53.0,4,1,1,100,0,0,2,1,2,1,10,101,726000,922400,726000,0,501
2023,202301,840754,2023000105854,58.0,2023008407541,250,110434,1,1,12,3,52.0,4,6,1,100,0,0,2,2,1,1,10,101,150000,922400,150000,0,501
2023,202301,840754,2023000105854,58.0,2023008407541,250,110434,1,1,12,4,78.0,4,6,1,100,0,0,2,2,1,1,11,114,10000,922400,10000,0,501
2023,202301,840799,2023000108179,75.0,2023008407991,250,110434,1,1,12,1,75.0,1,6,1,100,0,0,2,2,1,1,8,81,100000,100000,100000,0,501
2023,202301,840813,2023000108661,27.0,2023008408131,250,110234,1,2,22,1,27.0,1,6,1,100,0,0,2,2,1,1,6,63,45000,45000,0,0,289
2023,202301,840818,2023000108765,92.0,2023008408181,250,110234,1,1,12,1,92.0,2,1,1,100,0,0,2,2,1,2,11,114,211900,254400,0,0,501
2023,202301,840818,2023000108765,92.0,2023008408181,250,110234,1,1,12,2,91.0,2,1,1,100,0,0,2,2,1,2,11,114,42500,254400,0,0,501
2023,202301,840837,2023000109645,135.0,2023008408371,250,110334,1,2,22,1,135.0,1,4,1,100,0,0,2,1,1,2,0,2,18700,18700,0,0,130
2023,202301,840842,2023000109991,29.0,2023008408421,250,110134,1,1,13,1,29.0,2,1,1,100,0,0,2,2,1,2,8,81,416000,448900,350000,0,501
2023,202301,840842,2023000109991,29.0,2023008408421,250,110134,1,1,13,2,28.0,2,1,1,100,0,0,2,2,1,2,10,101,32900,448900,30000,0,501
2023,202301,840846,2023000110222,94.0,2023008408461,250,110634,1,1,12,1,94.0,2,1,4,400,0,0,2,2,1,2,10,101,31900,56800,0,0,314
2023,202301,840846,2023000110222,94.0,2023008408461,250,110634,1,1,12,2,76.0,2,1,4,400,0,0,2,2,1,2,6,63,24900,56800,0,0,314
2023,202301,840857,2023000110439,112.0,2023008408571,250,110234,1,1,12,1,113.0,1,5,1,100,0,0,2,2,1,2,6,65,103400,103400,0,0,501
2023,202301,840857,2023000110439,112.0,2023008408571,250,110234,1,1,12,2,85.0,1,4,1,100,0,0,2,2,1,1,8,81,62000,62000,62000,0,399
2023,202301,840870,2023000110948,108.0,2023008408701,250,110334,1,1,13,1,108.0,2,1,1,100,2,200,2,2,1,1,0,2,49000,68200,49000,0,341
2023,202301,840870,2023000110948,108.0,2023008408701,250,110334,1,1,13,2,91.0,2,1,1,100,2,200,2,2,1,1,0,2,19200,68200,19200,0,341
2023,202301,840872,2023000111008,54.0,2023008408721,250,110434,1,1,12,1,54.0,2,1,1,100,0,0,2,2,1,2,0,2,58200,229800,0,0,501
2023,202301,840872,2023000111008,54.0,2023008408721,250,110434,1,1,12,2,53.0,2,1,1,100,0,0,2,2,1,2,0,2,171600,229800,87000,0,501
2023,202301,840876,2023000111139,77.0,2023008408761,250,110534,1,1,13,1,78.0,1,6,1,100,0,0,2,2,1,1,10,101,90000,90000,90000,0,501
2023,202301,840876,2023000111139,77.0,2023008408761,250,110534,1,1,13,2,48.0,1,6,1,100,0,0,2,2,1,1,6,63,100000,100000,100000,0,501
2023,202301,840885,2023000111457,71.0,2023008408851,250,110234,1,1,13,1,70.0,5,1,1,100,0,0,2,2,1,1,10,101,143000,371000,143000,0,501
2023,202301,840885,2023000111457,71.0,2023008408851,250,110234,1,1,13,2,63.0,5,1,1,100,0,0,2,2,1,1,11,114,160000,371000,160000,0,501
2023,202301,840885,2023000111457,71.0,2023008408851,250,110234,1,1,13,3,97.0,5,6,1,100,0,0,2,2,1,1,5,50,6000,371000,6000,0,501
2023,202301,840885,2023000111457,71.0,2023008408851,250,110234,1,1,13,4,62.0,5,6,1,100,0,0,2,2,1,1,4,40,2000,371000,2000,0,501
2023,202301,840885,2023000111457,71.0,2023008408851,250,110234,1,1,13,5,70.0,5,6,1,100,0,0,2,2,1,1,10,101,60000,371000,60000,0,501
2023,202301,840887,2023000111753,56.0,2023008408871,250,110434,1,1,12,1,55.0,3,1,1,100,0,0,2,1,1,2,6,65,36000,87000,0,0,372
2023,202301,840887,2023000111753,56.0,2023008408871,250,110434,1,1,12,2,50.0,3,1,1,100,0,0,2,1,2,2,6,63,51000,87000,13000,0,372
2023,202301,840887,2023000111753,56.0,2023008408871,250,110434,1,1,12,3,45.0,3,6,1,100,0,0,1,1,1,1,6,63,0,87000,0,0,372
2023,202301,840908,2023000112475,105.0,2023008409081,250,110234,1,1,12,1,106.0,1,6,1,100,0,0,2,1,2,2,10,101,25000,25000,0,0,174
2023,202301,840926,2023000112967,79.0,2023008409261,250,110134,1,2,22,1,78.0,1,5,1,100,0,0,2,2,1,2,10,101,25400,25400,0,0,177
2023,202301,840935,2023000113098,40.0,2023008409351,250,110634,1,1,13,1,40.0,5,1,1,100,2,200,2,2,1,1,6,63,0,170000,0,0,477
2023,202301,840935,2023000113098,40.0,2023008409351,250,110634,1,1,13,2,63.0,5,1,1,100,4,423,2,2,1,1,10,101,170000,170000,170000,0,477
2023,202301,840935,2023000113098,40.0,2023008409351,250,110634,1,1,13,3,64.0,5,6,1,100,4,423,2,2,1,1,1,12,9999999,170000,999999,99999,477
2023,202301,840935,2023000113098,40.0,2023008409351,250,110634,1,1,13,4,65.0,5,6,1,100,4,423,2,2,1,1,0,2,9999999,170000,999999,99999,477
2023,202301,840935,2023000113098,40.0,2023008409351,250,110634,1,1,13,5,65.0,5,6,1,100,4,423,2,2,1,1,0,1,9999999,170000,999999,99999,477
2023,202301,841019,2023000116333,294.0,2023008410191,250,110234,1,2,22,1,294.0,1,5,1,100,0,0,2,1,1,2,6,63,27700,27700,0,0,193
2023,202301,841029,2023000116683,48.0,2023008410291,250,110634,1,1,12,1,48.0,2,1,1,100,0,0,2,2,1,2,11,114,176000,188000,0,0,501
2023,202301,841029,2023000116683,48.0,2023008410291,250,110634,1,1,12,2,49.0,2,1,1,100,0,0,2,2,1,2,7,71,12000,188000,0,0,501
2023,202301,841056,2023000118106,49.0,2023008410561,250,110334,1,2,22,1,48.0,1,4,1,100,0,0,2,2,1,2,6,63,35000,35000,11800,0,244
2023,202301,841057,2023000118134,78.0,2023008410571,250,110634,1,1,12,1,77.0,1,5,1,100,0,0,2,2,1,2,10,101,159700,159700,0,0,501
2023,202301,841058,2023000118156,62.0,2023008410581,250,110634,1,1,12,1,62.0,3,1,6,610,0,0,2,2,1,1,10,101,195000,367000,170000,0,501
2023,202301,841058,2023000118156,62.0,2023008410581,250,110634,1,1,12,2,42.0,3,1,6,610,0,0,2,2,1,1,10,101,92000,367000,92000,0,501
2023,202301,841058,2023000118156,62.0,2023008410581,250,110634,1,1,12,3,61.0,3,6,6,610,0,0,2,2,1,1,10,101,80000,367000,80000,0,501
2023,202301,841077,2023000118872,60.0,2023008410771,250,110134,1,1,12,1,60.0,3,1,1,100,0,0,2,2,1,1,10,101,150000,235000,0,0,501
2023,202301,841077,2023000118872,60.0,2023008410771,250,110134,1,1,12,2,59.0,3,1,1,100,0,0,2,2,1,1,10,101,85000,235000,85000,0,501
2023,202301,841077,2023000118872,60.0,2023008410771,250,110134,1,1,12,3,73.0,3,6,1,100,0,0,2,2,1,1,0,1,9999999,235000,999999,99999,501
2023,202301,841082,2023000119215,52.0,2023008410821,250,110134,1,1,12,1,52.0,3,1,1,100,0,0,2,1,1,2,6,63,50900,78700,0,0,337
2023,202301,841082,2023000119215,52.0,2023008410821,250,110134,1,1,12,2,48.0,3,1,1,100,0,0,2,1,1,2,6,63,18200,78700,0,0,337
2023,202301,841082,2023000119215,52.0,2023008410821,250,110134,1,1,12,3,83.0,3,6,1,100,0,0,2,1,2,1,7,71,9600,78700,9600,0,337
2023,202301,841094,2023000119503,46.0,2023008410941,250,110334,1,1,13,1,47.0,1,5,1,100,0,0,2,2,1,2,6,65,26000,26000,0,0,181
2023,202301,841120,2023000120098,42.0,2023008411201,250,110334,1,1,13,1,42.0,4,1,1,100,0,0,2,2,1,1,11,114,100000,220000,100000,0,501
2023,202301,841120,2023000120098,42.0,2023008411201,250,110334,1,1,13,2,42.0,4,1,1,100,0,0,2,2,1,1,10,101,120000,220000,120000,0,501
2023,202301,841120,2023000120098,42.0,2023008411201,250,110334,1,1,13,3,37.0,4,6,1,100,0,0,2,2,1,1,0,1,9999999,220000,999999,99999,501
2023,202301,841120,2023000120098,42.0,2023008411201,250,110334,1,1,13,4,37.0,4,6,1,100,0,0,2,2,1,1,0,1,9999999,220000,999999,99999,501
2023,202301,841131,2023000120585,49.0,2023008411311,250,110534,1,1,12,1,49.0,1,5,1,100,0,0,2,1,1,2,8,81,156000,156000,0,0,501
2023,202301,841131,2023000120585,49.0,2023008411311,250,110534,1,1,12,2,65.0,1,6,2,200,0,0,2,2,1,1,6,63,40000,40000,40000,0,257
2023,202301,841140,2023000120909,188.0,2023008411401,250,110534,1,1,13,1,188.0,3,1,1,100,0,0,2,2,1,1,10,101,95000,146500,95000,0,501
2023,202301,841140,2023000120909,188.0,2023008411401,250,110534,1,1,13,2,170.0,3,1,1,100,0,0,2,2,1,1,10,101,50000,146500,50000,0,501
2023,202301,841140,2023000120909,188.0,2023008411401,250,110534,1,1,13,3,147.0,3,6,1,100,0,0,2,2,1,1,5,50,1500,146500,1500,0,501
2023,202301,841160,2023000121923,75.0,2023008411601,250,110634,1,1,13,1,76.0,4,5,1,100,2,200,2,1,1,2,6,63,40800,133100,0,0,432
2023,202301,841160,2023000121923,75.0,2023008411601,250,110634,1,1,13,2,46.0,4,6,1,100,2,200,2,2,1,1,11,114,45000,133100,45000,0,432
2023,202301,841160,2023000121923,75.0,2023008411601,250,110634,1,1,13,3,47.0,4,6,1,100,2,200,2,2,1,1,8,81,41300,133100,41300,0,432
2023,202301,841160,2023000121923,75.0,2023008411601,250,110634,1,1,13,4,32.0,4,6,1,100,2,200,2,2,1,1,10,101,6000,133100,6000,0,432
2023,202301,841177,2023000122732,435.0,2023008411771,250,110634,1,1,12,1,435.0,1,4,1,100,0,0,2,1,1,2,10,101,72000,72000,0,0,501
2023,202301,841181,2023000122887,62.0,2023008411811,250,110434,1,2,22,1,62.0,1,5,1,100,0,0,2,2,1,2,6,63,37200,37200,0,0,259
2023,202301,841182,2023000122892,62.0,2023008411821,250,110434,1,1,13,1,63.0,1,6,1,100,0,0,2,2,1,1,10,101,486000,486000,0,0,501
2023,202301,841188,2023000123180,61.0,2023008411881,250,110634,1,1,12,1,61.0,4,1,1,100,0,0,2,2,1,1,10,101,96800,96800,26000,0,319
2023,202301,841188,2023000123180,61.0,2023008411881,250,110634,1,1,12,2,61.0,4,1,1,100,0,0,2,2,1,1,10,101,0,96800,0,0,319
2023,202301,841188,2023000123180,61.0,2023008411881,250,110634,1,1,12,3,55.0,4,6,1,100,0,0,2,2,1,1,3,30,0,96800,999999,0,319
2023,202301,841188,2023000123180,61.0,2023008411881,250,110634,1,1,12,4,113.0,4,6,1,100,0,0,2,2,1,1,3,30,0,96800,999999,0,319
2023,202301,841190,2023000123241,62.0,2023008411901,250,110434,1,1,13,1,62.0,3,1,1,100,0,0,2,2,1,1,8,81,57000,132000,57000,0,501
2023,202301,841190,2023000123241,62.0,2023008411901,250,110434,1,1,13,2,59.0,3,1,1,100,0,0,2,2,1,1,8,81,75000,132000,75000,0,501
2023,202301,841190,2023000123241,62.0,2023008411901,250,110434,1,1,13,3,104.0,3,6,1,100,0,0,2,2,1,1,6,63,0,132000,0,0,501
2023,202301,841218,2023000124338,63.0,2023008412181,250,110434,1,1,13,1,63.0,3,1,1,100,0,0,2,2,1,1,11,114,55000,123000,55000,0,501
2023,202301,841218,2023000124338,63.0,2023008412181,250,110434,1,1,13,2,66.0,3,1,1,100,0,0,2,2,1,1,11,114,68000,123000,68000,0,501
2023,202301,841218,2023000124338,63.0,2023008412181,250,110434,1,1,13,3,68.0,3,6,1,100,0,0,2,2,1,1,1,17,9999999,123000,999999,99999,501
2023,202301,841253,2023000125408,96.0,2023008412531,250,110234,1,1,13,1,96.0,2,1,6,600,0,0,2,2,1,1,10,101,120000,200000,120000,0,501
2023,202301,841253,2023000125408,96.0,2023008412531,250,110234,1,1,13,2,107.0,2,1,6,600,0,0,2,2,1,1,7,71,80000,200000,80000,0,501
2023,202301,841255,2023000125507,57.0,2023008412551,250,110634,1,1,13,1,58.0,3,1,1,100,0,0,2,2,1,1,11,114,145000,341980,145000,0,501
2023,202301,841255,2023000125507,57.0,2023008412551,250,110634,1,1,13,2,62.0,3,1,1,100,0,0,2,2,1,1,11,114,196000,341980,196000,0,501
2023,202301,841255,2023000125507,57.0,2023008412551,250,110634,1,1,13,3,116.0,3,6,1,100,0,0,2,2,1,1,3,30,980,341980,999999,0,501
2023,202301,841273,2023000126159,41.0,2023008412731,250,110334,1,2,22,1,42.0,1,4,1,100,0,0,2,2,1,1,10,101,105000,105000,105000,0,501
2023,202301,841276,2023000126195,57.0,2023008412761,250,110534,1,1,12,1,57.0,1,4,6,640,0,0,2,2,1,1,10,101,65000,65000,40000,0,418
2023,202301,841276,2023000126195,57.0,2023008412761,250,110534,1,1,12,2,36.0,1,6,6,640,0,0,2,2,1,1,8,81,38000,38000,38000,0,244
2023,202301,841278,2023000126403,55.0,2023008412781,250,110234,1,1,13,1,55.0,2,1,1,100,0,0,2,2,1,1,10,101,102000,244000,102000,0,501
2023,202301,841278,2023000126403,55.0,2023008412781,250,110234,1,1,13,2,46.0,2,1,1,100,0,0,2,2,1,1,8,81,142000,244000,142000,0,501
2023,202301,841283,2023000126590,53.0,2023008412831,250,110434,1,1,13,1,52.0,3,1,1,100,0,0,2,2,1,1,11,114,61000,72600,61000,0,302
2023,202301,841283,2023000126590,53.0,2023008412831,250,110434,1,1,13,2,60.0,3,1,1,100,0,0,2,2,1,1,11,114,11600,72600,11600,0,302
2023,202301,841283,2023000126590,53.0,2023008412831,250,110434,1,1,13,3,66.0,3,6,1,100,0,0,2,2,1,1,1,15,9999999,72600,999999,99999,302
2023,202301,841286,2023000126640,266.0,2023008412861,250,110334,1,2,22,1,266.0,2,4,9,901,0,0,2,1,2,2,6,65,0,0,0,0,1
2023,202301,841286,2023000126640,266.0,2023008412861,250,110334,1,2,22,2,143.0,2,6,9,901,0,0,2,2,2,1,1,15,9999999,0,999999,99999,1
2023,202301,841294,2023000126918,53.0,2023008412941,250,110534,1,1,13,1,52.0,3,1,1,100,0,0,2,2,1,1,10,101,66000,221000,66000,0,501
2023,202301,841294,2023000126918,53.0,2023008412941,250,110534,1,1,13,2,51.0,3,1,1,100,0,0,2,2,1,1,6,63,155000,221000,155000,0,501
2023,202301,841294,2023000126918,53.0,2023008412941,250,110534,1,1,13,3,43.0,3,6,8,801,0,0,2,2,1,1,3,30,0,221000,999999,0,501
2023,202301,841295,2023000126929,76.0,2023008412951,250,110534,1,1,13,1,76.0,3,2,1,100,0,0,2,2,1,1,6,64,4000,4000,4000,0,17
2023,202301,841295,2023000126929,76.0,2023008412951,250,110534,1,1,13,2,56.0,3,6,1,100,0,0,2,2,1,1,4,40,0,4000,999999,0,17
2023,202301,841295,2023000126929,76.0,2023008412951,250,110534,1,1,13,3,68.0,3,6,1,100,0,0,2,2,1,1,1,12,9999999,4000,999999,99999,17
2023,202301,841322,2023000127899,54.0,2023008413221,250,110434,1,2,22,1,53.0,1,4,1,100,0,0,2,1,1,2,10,101,20600,20600,0,0,132
2023,202301,841329,2023000128115,58.0,2023008413291,250,110134,1,1,13,1,59.0,3,6,1,100,0,0,2,2,1,1,11,115,105000,105000,105000,0,436
2023,202301,841329,2023000128115,58.0,2023008413291,250,110134,1,1,13,2,61.0,3,6,1,100,0,0,2,2,1,1,3,30,0,105000,0,0,436
2023,202301,841329,2023000128115,58.0,2023008413291,250,110134,1,1,13,3,58.0,3,6,1,100,0,0,2,2,1,1,2,25,9999999,105000,999999,99999,436
2023,202301,841335,2023000128300,100.0,2023008413351,250,110434,1,1,13,1,100.0,5,1,4,400,0,0,2,2,1,1,10,101,81000,179000,81000,0,490
2023,202301,841335,2023000128300,100.0,2023008413351,250,110434,1,1,13,2,55.0,5,1,4,400,0,0,2,2,1,1,11,114,78000,179000,78000,0,490
2023,202301,841335,2023000128300,100.0,2023008413351,250,110434,1,1,13,3,95.0,5,6,4,400,0,0,2,2,1,1,1,12,9999999,179000,999999,99999,490
2023,202301,841335,2023000128300,100.0,2023008413351,250,110434,1,1,13,4,84.0,5,6,4,400,0,0,2,2,1,1,0,1,9999999,179000,999999,99999,490
2023,202301,841335,2023000128300,100.0,2023008413351,250,110434,1,1,13,5,32.0,5,4,4,400,0,0,2,2,1,1,6,61,20000,179000,20000,0,490
2023,202301,841348,2023000128850,203.0,2023008413481,250,110134,1,2,22,1,202.0,2,6,1,100,0,0,2,2,1,1,7,71,43000,73000,43000,0,365
2023,202301,841348,2023000128850,203.0,2023008413481,250,110134,1,2,22,2,293.0,2,4,2,200,0,0,2,2,1,1,10,101,30000,73000,30000,0,365
2023,202301,841384,2023000130265,15.0,2023008413841,250,110334,1,2,22,1,14.0,1,4,1,100,0,0,2,2,1,1,10,101,40000,40000,0,0,257
2023,202301,841387,2023000130391,117.0,2023008413871,250,110634,1,1,13,1,117.0,2,6,1,100,0,0,2,1,2,1,10,101,18000,18000,15000,3000,87
2023,202301,841387,2023000130391,117.0,2023008413871,250,110634,1,1,13,2,150.0,2,6,1,100,4,416,2,1,2,1,2,22,9999999,18000,999999,99999,87
2023,202301,841388,2023000130421,48.0,2023008413881,250,110234,1,1,12,1,48.0,2,1,1,100,0,0,2,2,1,2,7,71,63400,126400,0,0,501
2023,202301,841388,2023000130421,48.0,2023008413881,250,110234,1,1,12,2,55.0,2,1,1,100,0,0,2,2,1,2,6,65,63000,126400,0,0,501
2023,202301,841392,2023000130579,92.0,2023008413921,250,110434,1,1,12,1,91.0,3,1,1,100,0,0,2,2,1,2,11,114,219300,735600,0,0,501
2023,202301,841392,2023000130579,92.0,2023008413921,250,110434,1,1,12,2,90.0,3,1,1,100,0,0,2,2,1,2,10,101,30300,735600,0,0,501
2023,202301,841392,2023000130579,92.0,2023008413921,250,110434,1,1,12,3,59.0,3,6,1,100,0,0,2,2,1,1,11,114,486000,735600,0,0,501
2023,202301,841403,2023000130997,138.0,2023008414031,250,110234,1,2,22,1,138.0,1,5,1,100,0,0,2,2,2,1,6,63,64500,64500,0,100,415
2023,202301,841420,2023000131628,56.0,2023008414201,250,110334,1,1,13,1,56.0,2,1,1,100,0,0,2,2,1,1,6,64,86000,86000,86000,0,430
2023,202301,841420,2023000131628,56.0,2023008414201,250,110334,1,1,13,2,49.0,2,1,1,100,0,0,2,2,1,1,6,64,0,86000,0,0,430
2023,202301,841435,2023000131973,103.0,2023008414351,250,110534,1,1,13,1,104.0,3,4,1,100,0,0,2,1,2,1,8,81,42500,85500,34600,1400,355
2023,202301,841435,2023000131973,103.0,2023008414351,250,110534,1,1,13,2,99.0,3,4,1,100,0,0,2,2,1,1,7,71,43000,85500,43000,0,355
